Tipo;Ano;Autores;T«tulo
Resumo;1992;ANTAS PTZ;[**NOVOS REGISTROS PARA A AVIFAUNA DO RIO GRANDE DO SUL. VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/1IOavw1YMq9m3moRkRAUGMmWbyNFWcMzu/view?usp=drive_link)
Resumo;1992;NASCIMENTO JLX;[**ENCONTRO DE H«çBRIDOS DE DENDROCYGNA VIDUATA E DENDROCYGNA BICOLOR EM SANTA VIT«?RIA DO PALMAR. VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/1v4hcW2hyGvVjo8ipMsQBPP7pfcL1-QEg/view?usp=drive_link)
Resumo expandido;1992;NASCIMENTO JLX;[**O PAPEL DO CEMAVE NA CAPACITA«?«üO DO ORNIT«?LOGO.VI ENCONTRO NACIONAL DE ANILHADORES DE AVES (1990). PELOTAS, BRASIL**](https://drive.google.com/file/d/14hdDNhH81vxfdwDaumZnY99MD69w9s2S/view?usp=drive_link)
Resumo;1992;EFE MA ET AL;[**PRIMEIRO REGISTRO DE NIDIFICA«?«üO DE PHAETON LEPTURUS DAUDIN, 1802 NO ARQUIP«?LAGO DOS ABROLHOS, BAHIA, BRASIL. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/1GmJ5s3Romk1NCvmWEkV3Iqv-_f865UY1/view?usp=drive_link)
Resumo;1992;NASCIMENTO JLX ET AL;[**CENSO A«?REO DE FLAMINGOS PHOENICOPTERUS RUBER E GUAR«ÅS EUDOCIMUS RUBER NA COSTA DO AMAP«Å. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/1xgXdpJmNwsI8x5oTMWvS7yws4KhKBDqP/view?usp=drive_link)
Resumo;1992;NASCIMENTO JLX ET AL;[**CONSERVA«?«üO DE STERNA (SANDVICENSIS) EURYGNATHA NO ESP«çRITO SANTO. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/16TSoDWUTbLsYKOIWSRMmyhfWQRv1KjmY/view?usp=drive_link)
Resumo;1992;PEREIRA SFT & NASCIMENTO ILS;[**CENSO E ANILHAMENTO DE AVES LIMICOLAS NA AREA DE PROTE«?«üO AMBIENTAL DE PIA«?ABU«?U, AL. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/1qwWh0NO_Kva6g69wvRacAk6n0udWsFeF/view?usp=drive_link)
Resumo;1992;CASTRO IN & ANTAS PTZ;[**ANILHAMENTO DE AVES SILVESTRES EM MATA CILIAR NO PARQUE NACIONAL DE BRAS«çLIA, DF. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/14_8OMbTQ0UkPXUq0pSRY0EMm1y7dIO6-/view?usp=drive_link)
Resumo;1992;NASCIMENTO JLX ET AL;[**INFORMA«?«?ES SOBRE MUDA DE R«?MIGES EM ANAT«çDEOS NO AMAP«Å E RIO GRANDE DO SUL. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/1QU-sEq6onE4LupQcfbIwn7gvHZ_439PZ/view?usp=drive_link)
Resumo;1992;ATAGUILE BS ET AL;[**DADOS REFERENTES AO CENSO AEREO EM REGI«?ES DE BANHADO NO ESTADO DO RIO GRANDE DO SUL, BRASIL. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/1rTUsbeSPbpEuLNyzE9Ysce3nT__IDBVA/view?usp=drive_link)
Resumo;1992;ATAGUILE BS ET AL;[**LEVANTAMENTO PRELIMINAR DA AVIFAUNA EM REGI«üO NATURAL DE BANHADO, NA EST«?NCIA IPIRANGA, RIO GRANDE DO SUL. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/1NW1Q-lR3zS-AvgoGl5VQRrFd9jFuUIu-/view?usp=drive_link)
Resumo;1992;SCHULZ-NETO A ET AL;[**NOVAS OCORR«?NCIAS REPRODUTIVAS DE CHARADRIUS COLLARIS E CHARADRIUS WILSONIA. II CONGRESSO BRASILEIRO DE ORNITOLOGIA. CAMPO GRANDE, BRASIL**](https://drive.google.com/file/d/1QdAIfx_9WQpR8iD5Qzudc_sbPeBWe3a-/view?usp=drive_link)
Resumo;1992;SCHULZ-NETO A & INTERAMINENSE LJL;[**ANILHAMENTO DE AVES MARINHAS NA RESERVA BIOL«?GICA DO ATOL DAS ROCAS. IX ENCONTRO DE ZOOLOGIA DO NORDESTE. RECIFE, BRASIL**](https://drive.google.com/file/d/1XPWx3WQoncrhrNVrFv0M0owOWndAxNmi/view?usp=drive_link)
Nota;1992;ANTAS P;[**BRASIL - LOS PA«çSES NOS ESCRIBEN. EL VOLANTE MIGRATORIO 19:12**](https://drive.google.com/file/d/16OJZ0WG9-_r-fVlCAQkAmR9WPbQWJS5s/view?usp=drive_link)
Artigo;1991;ANTAS PTZ;[**STATUS AND CONSERVATION OF SEABIRDS BREEDING IN BRAZILIAN WATERS. SEABIRD STATUS AND CONSERVATION: A SUPPLEMENT, INTERNATIONAL COUNCIL OF BIRD PRESERVATION, TECH. PUBLICATION 11:141-158**](https://drive.google.com/file/d/153EZsM1b2sfcfZDmlNxMDz3XN7TnQAJH/view?usp=drive_link)
Resumo;1991;ANTAS PTZ & NASCIMENTO ILS;[**AN«ÅLISIS DE DATOS DE ANILLADO DE CALIDRIS CANUTUS EN BRASIL. IV CONGRESO ORNITOLOGIA NEOTROPICAL. QUITO, EQUADOR**](https://drive.google.com/file/d/1NpdKCKPjL6bG570CvOFZIMe1SPDGbZ0s/view?usp=drive_link)
Resumo;1991;ANTAS PTZ & NASCIMENTO JLX;[**MOVIMENTA«?«üO E SITUA«?«üO ATUAL DE ANAS GEORGICA NO SUL DO BRASIL. IV CONGRESO ORNITOLOGIA NEOTROPICAL. QUITO, EQUADOR**](https://drive.google.com/file/d/1yWyXEE_vCdqp0FOPzPoD3LsgiRFpZ9Qx/view?usp=drive_link)
Nota;1991;ANTAS P;[**BRASIL - LOS PA«çSES NOS ESCRIBEN. EL VOLANTE MIGRATORIO 16:13-14**](https://drive.google.com/file/d/1JfjYqv9B3KRXUgZRtrcm_gOPaEA23hAW/view?usp=drive_link)
Resumo;1991;ANTAS PTZ;[**USO DE AMBIENTES AQU«ÅTICOS DO BAIXO RIO PARAN«Å, ARGENTINA, POR AVES DO SUL DO BRASIL E DO PANTANAL. IV CONGRESO ORNITOLOGIA NEOTROPICAL. QUITO, EQUADOR**](https://drive.google.com/file/d/1t2RKCNkTlWzP6DZK5H-xPBC-JvonXBJ_/view?usp=drive_link)
Artigo;1990;NASCIMENTO JLX & ANTAS PTZ;[**AN«ÅLISE DOS DADOS DE ANILHAMENTO DE AMAZONETTA BRASILIENSIS NO BRASIL. REVISTA BRASILEIRA DE ORNITOLOGIA 1(1):85-90**](https://drive.google.com/file/d/1_tUPWhHk1fCAU9xIwsiun-1w4gxhMf70/view?usp=drive_link)
Artigo;1990;NASCIMENTO JLX;[**REPRODU«?«üO DE AGAMIA AGAMI NA USINA HIDREL«?TRICA BALBINA. REVISTA BRASILEIRA DE ORNITOLOGIA 1(1):79-83**](https://drive.google.com/file/d/16y9Qn58urUeIMHsQJZA4z4Kkzr0fbU4I/view?usp=drive_link)
Artigo;1990;MYERS JP ET AL;[**MIGRATION ROUTES OF NEW WORLD SANDERLINGS (CALIDRIS ALBA). THE AUK 107:172-180**](https://drive.google.com/file/d/1Cj85MEkH1nAkqXSzGoKQNeTmk76Wuzhs/view?usp=drive_link)
Artigo;1990;ANTAS PTZ ET AL;[**STATUS AND CONSERVATION OF THE SCARLET IBIS (EUDOCIMUS RUBER) IN BRASIL. IN: THE SCARLET IBIS (EUDOCIMUS RUBER): STATUS, CONSERVATION AND RECENT RESEARCH, INTERNATIONAL WATERFOWL RESEARCH BUREAU. CAMBRIDGE, REINO UNIDO**](https://drive.google.com/file/d/1wG2PgFs3mjl0QHO5lt_eTuYayRAaYWug/view?usp=drive_link)
Resumo;1990;ANTAS PTZ ET AL;[**ANILHAMENTO DE AVES OCE«?NICAS E/OU MIGRAT«?RIAS NO ARQUIP«?LAGO DE FERNANDO DE NORONHA EM 1987 E 1988. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/15EB9TM9b6uMhSugJSYQHPP0G6AkuwnNt/view?usp=drive_link)
Resumo expandido;1990;ANTAS PTZ ET AL;[**ANILHAMENTO DE AVES OCE«?NICAS E/OU MIGRAT«?RIAS NO ARQUIP«?LAGO DE FERNANDO DE NORONHA EM 1987 E 1988. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1mmhKf2Wm_U3oEHp5xZlEdFkFI3wlsb0R/view?usp=drive_link)
Resumo;1990;NASCIMENTO JLX & ANTAS PTZ;[**ANALISE DOS DADOS DE ANILHAMENTO DE AMAZONETTA BRASILIENSIS NO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/12nV3e5DF1Vm25XwxRMhFRo4vIHLoV0pM/view?usp=drive_link)
Resumo expandido;1990;NASCIMENTO JLX & ANTAS PTZ;[**ANALISE DOS DADOS DE ANILHAMENTO DE AMAZONETTA BRASILIENSIS NO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1utqcgFKY7jmHPPSJGcdpcKIL8cX1i6JZ/view?usp=drive_link)
Resumo;1990;ANTAS PTZ ET AL;[**AVES END«?MICAS ANILHADAS NO ARQUIP«?LAGO DE FERNANDO DE NORONHA EM 1987 E 1988. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1nXGUI_b4qmJQo6W6sPdhbAYb9A8OwEEQ/view?usp=drive_link)
Resumo expandido;1990;ANTAS PTZ ET AL;[**AVES END«?MICAS ANILHADAS NO ARQUIP«?LAGO DE FERNANDO DE NORONHA EM 1987 E 1988. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1rJLdoRWpKb-nlrYT97VXx2VoAU0ITF0k/view?usp=drive_link)
Resumo;1990;AZEVEDO JR SM & ANTAS PTZ;[**NOVAS INFORMA«?«?ES SOBRE A ALIMENTA«?«üO DA ZENAIDA AURICULATA NO NORDESTE DO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1BP9zs3DNhaoY19uY9NY4efjV9TOAUYYt/view?usp=drive_link)
Resumo expandido;1990;AZEVEDO JR SM & ANTAS PTZ;[**NOVAS INFORMA«?«?ES SOBRE A ALIMENTA«?«üO DA ZENAIDA AURICULATA NO NORDESTE DO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1SeasbiDlCb_PQE77VjYPk1M-d776KM1h/view?usp=drive_link)
Resumo;1990;ANTAS PTZ & NASCIMENTO ILS;[**AN«ÅLISE DOS DADOS DE ANILHAMENTO DE CALIDRIS PUSILLA NO BRASIL, DE 1981 A 1988. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1J7LA69S-INHXuOhaz2dx6TiTFztPGgh6/view?usp=drive_link)
Resumo expandido;1990;ANTAS PTZ & NASCIMENTO ILS;[**AN«ÅLISE DOS DADOS DE ANILHAMENTO DE CALIDRIS PUSILLA. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1ob5-9TbcyZQTp0JpORw_GDsxr0UczVAr/view?usp=drive_link)
Resumo;1990;AZEVEDO JR SM & ANTAS PTZ;[**OBSERVA«?«?ES SOBRE A REPRODU«?«üO DE ZENAIDA AURICULATA NO NORDESTE DO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1yEtv8PgSk3GFlsG651f91IOt7SgIdvTL/view?usp=drive_link)
Resumo expandido;1990;AZEVEDO JR SM & ANTAS PTZ;[**OBSERVA«?«?ES SOBRE A REPRODU«?«üO DE ZENAIDA AURICULATA NO NORDESTE DO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1S51yms5mv7dkhFoed2SmJzqEaF8Quj9V/view?usp=drive_link)
Resumo;1990;NASCIMENTO JLX;[**PRIMEIRO ENCONTRO DE UM NINHAL DE AGAMIA AGAMI NO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1jrs5DbKCbPS5nsM8TcPApAK8c4HDmADF/view?usp=drive_link)
Resumo expandido;1990;NASCIMENTO JLX;[**PRIMEIRO ENCONTRO DE UM NINHAL DE AGAMIA AGAMI NO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1JecBccMLtCIvTOvesphBy6VGotSOhma8/view?usp=drive_link)
Resumo;1990;AZEVEDO JR SM & ANTAS PTZ;[**T«?CNICAS DE CAPTURA PARA ANILHAMENTO DE ZENAIDA AURICULATA NO NORDESTE DO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/16I5XeqF22pS9iO6TkCsf2pGTgk3OtjPg/view?usp=drive_link)
Resumo expandido;1990;AZEVEDO JR SM & ANTAS PTZ;[**T«?CNICAS DE CAPTURA PARA ANILHAMENTO DE ZENAIDA AURICULATA NO NORDESTE DO BRASIL. IV ENCONTRO NACIONAL DE ANILHADORES DE AVES (1988). RECIFE, BRASIL**](https://drive.google.com/file/d/1zaW3HQv3TSTJvjHC0A99YNHirrDV_EdA/view?usp=drive_link)
Resumo;1989;NASCIMENTO ILS & ANTAS PTZ;[**ANILHAMENTO DE AVES LIM«çCOLAS NO BRASIL. V ENCONTRO NACIONAL DE ANILHADORES DE AVES (1989). BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1bUIs6nF-1ESU92q2Af18D6hVx8DakNVz/view?usp=drive_link)
Nota;1989;NASCIMENTO JLX;[**BRASIL - LOS PA«çSES NOS ESCRIBEN. EL VOLANTE MIGRATORIO 13:12**](https://drive.google.com/file/d/1-xRicm0UODCXVPp25aoNvlorWJbqnaW4/view?usp=drive_link)
Resumo;1989;NASCIMENTO JLX & ANTAS PTZ;[**RESULTADOS DO ANILHAMENTO DE DENDROCYGNA SPP NO BRASIL. V ENCONTRO NACIONAL DE ANILHADORES DE AVES (1989). BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1II4dd-labd48leW0rrcFRuxAlbrTucTB/view?usp=drive_link)
Resumo;1989;SOUZA MAB ET AL;[**DADOS DE ANILHAMENTO, CENSO E BIOMETRIA DE AVES AQU«ÅTICAS DO JARDIM ZOOL«?GICO DE BRAS«çLIA, DF. V ENCONTRO NACIONAL DE ANILHADORES DE AVES (1989). BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1u0aNNMNdS3HI4vIC_4Kx7-x-0GUYRcg-/view?usp=drive_link)
Resumo;1989;ANTAS PTZ & NASCIMENTO ILS;[**ANILHAMENTO DO TUIUI«? JABIRU MYCTERIA NO PANTANAL DE MATO GROSSO. V ENCONTRO NACIONAL DE ANILHADORES DE AVES (1989). BRAS«çLIA, BRASIL**](https://drive.google.com/file/d/1ILLp-GVLZUwUvoRt9KU6-HG3PUu7o0Bk/view?usp=drive_link)
Nota;1989;LARA-RESENDE S & LEEUWENBERG F;[**RECUPERACION DE AVES MIGRATORIAS ANILLADAS EM BRASIL: UN AUMENTO SIGNIFICATIVO. EL VOLANTE MIGRATORIO 13:21-24**](https://drive.google.com/file/d/1e7lRWHmXDNhtx9NR5slcfe3nfKU6Bia_/view?usp=drive_link)
Cap«tulo;1989;MORRISON RIG ET AL;[**BRAZIL. ATLAS OF NEARTIC SHOREBIRDS ON THE COAST OF SOUTH AMERICA, CANADIAN WILDLIFE SERVICE, V, I E II. OTTAWA, CANAD«Å**](https://drive.google.com/file/d/1k1Q6Qsp6HJBW1GqOhO-UbSUQuhOhzNTu/view?usp=drive_link)
Resumo expandido;1988;ANTAS PTZ;[**DEZ ANOS DA CRIA«?«üO DO CENTRO DE ESTUDOS DE MIGRA«?«?ES DE AVES. III ENCONTRO NACIONAL DE ANILHADORES DE AVES (1987). S«üO LEOPOLDO, BRASIL**](https://drive.google.com/file/d/1XhZbmuuj4RIE_WA2rALfFOQztTrePIs4/view?usp=drive_link)
Resumo;1988;ANTAS PTZ;[**MUDA E PESO DE SCOLOPACIDAE E CHARADRIIDAE CAPTURADOS NA LAGOA DO PEIXE, TAVARES, RS, ENTRE 1985 E 1987. III ENCONTRO NACIONAL DE ANILHADORES DE AVES (1987). S«üO LEOPOLDO, BRASIL**](https://drive.google.com/file/d/1OwrK0kevyXit6n-Odkj1OnNn9Lp9w-zN/view?usp=drive_link)
Resumo;1988;ANTAS PTZ;[**AN«ÅLISE DOS DADOS DE ANILHAMENTO DE STERNA HIRUNDO NA LAGOA DO PEIXE, TAVARES, RS. III ENCONTRO NACIONAL DE ANILHADORES DE AVES (1987). S«üO LEOPOLDO, BRASIL**](https://drive.google.com/file/d/1KgxAlYCwg3sIIVl8ot3JBxm3INBvCEWI/view?usp=drive_link)
Resumo;1988;ANTAS PTZ & LEEUWENBERG SLR;[**DADOS SOBRE A BIOLOGIA REPRODUTIVA DE ANTILOPHIA GALEATA NO PARQUE NACIONAL DE BRAS«çLIA. III ENCONTRO NACIONAL DE ANILHADORES DE AVES (1987). S«üO LEOPOLDO, BRASIL**](https://drive.google.com/file/d/1spqAWem05xiwBe78XFPXooW3wYfXiEJ0/view?usp=drive_link)
Guia;1988;ANTAS PTZ. ET AL;[**AVES COMUNS DO PLANALTO CENTRAL. ED. UNIVERSIDADE DE BRAS«çLIA. BRAS«çLIA, BRASIL. 238P**](https://drive.google.com/file/d/1bmQgX_XExqDClE9G8p2vo-qdl2ZfZkKv/view?usp=drive_link)
Disserta«ı«úo;1988;LARA-RESENDE SM;NONBREEDING STRATEGIES OF MIGRATORY BIRDS AT LAGOA DO PEIXE, RIO GRANDE DO SUL, BRAZIL. DISSERTA«?«üO DE MESTRADO. UNIVERSIDADE DE CORNELL. ITHACA, ESTADOS UNIDOS
Nota;1987;ANTAS PTZ;[**NIDIFICA«?«üO NO CH«üO DA ROLINHA-ROXA MIRIM, COLUMBINA MINUTA, EM PEDRO AVELINO, RIO GRANDE DO NORTE, BRASIL. REVISTA BRASILEIRA DE ZOOLOGIA 3(7):465-466**](https://drive.google.com/file/d/1vQIDZaG929VaRrdPDFhZXKf-fSbY0vYI/view?usp=drive_link)
Nota;1987;LARA-RESENDE S & LEEUWENBERG F;[**ESTRELLA LAGOA DO PEIXE: UMA ALTERNATIVA. EL VOLANTE MIGRATORIO 9:24-27**](https://drive.google.com/file/d/17AHlZn0IniGNsSbdJjU4qeHh3Jx1puQR/view?usp=drive_link)
Artigo;1987;ANTAS PTZ;[**A NIDIFICA«?«üO DA AVOANTE ZENAIDA AURICULATA NO NORDESTE DO BRASIL, RELACIONADA COM O SUBSTRATO FORNECIDO PELA VEGETA«?«üO. REVISTA BRASILEIRA DE ZOOLOGIA 3(7):467-470**](https://drive.google.com/file/d/1O5KH3dRV9Lf45zuJFQ1kDVSfK-KL7cAp/view?usp=drive_link)
Artigo;1987;AZEVEDO JR SM ET AL;[**CENSO DA ZENAIDA AURICULATA NORONHA FORA DA «?POCA DE REPRODU«?«üO NO NORDESTE. CAD. «?MEGA UNIV. FED. RURAL PE. SER. BIOL. 2:157-168**](https://drive.google.com/file/d/1zYmtMlaR_h5CUWNMWoH559uqq-DPaiGq/view?usp=drive_link)
Palestra;1987;ANTAS PTZ;[**MIGRA«?«üO DE AVES NO BRASIL. II ENCONTRO NACIONAL DE ANILHADORES DE AVES (1986). RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/18HQss0jFzIHik7IJJ8ItPAM3gkpSzKbG/view?usp=drive_link)
Resumo;1987;YAMASHITA C & VALLE MP;[**SOBRE ANILHAMENTO E MIGRA«?«üO DE MYCTERIA AMERICANA NO PANTANAL. II ENCONTRO NACIONAL DE ANILHADORES DE AVES (1986). RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1_1vARw2s5vRAvvWEYg6CjpmX7HwrXhHF/view?usp=drive_link)
Resumo;1987;VALLE MP & YAMASHITA C;[**MIGRA«?«üO DE COLUMBA PICAZURO. II ENCONTRO NACIONAL DE ANILHADORES DE AVES (1986). RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1jOaqaSJ8C053VX3GbDeL7oFxveknukRY/view?usp=drive_link)
Resumo expandido;1987;YAMASHITA C;[**T«?CNICAS DE CAPTURA PARA MARCA«?«?ES QUALITATIVAS. II ENCONTRO NACIONAL DE ANILHADORES DE AVES (1986). RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1pLaE4ZMkIQspF5GVp0wQQaEvpxL-GRnC/view?usp=drive_link)
Artigo;1987;MYERS JP ET AL;[**CONSERVATION STRATEGY FOR MIGRATORY SPECIES. AMERICAN SCIENTIST 75:19-26**](https://drive.google.com/file/d/1WrcWrFswYZ20jsEy3oWwhxox2EKWau9h/view?usp=drive_link)
Nota;1987;MYERS JP ET AL;[**THE WESTERN HEMISPHERE SHOREBIRD RESERVE NETWORK. WADER STUDY GROUP BULLETIN 49, SUPPL./IWRB SPECIAL PUBL. 7:122-124**](https://drive.google.com/file/d/1dW0UiOHLcBMurbvJOcI_BtVBfX5i7F2V/view?usp=drive_link)
Resumo expandido;1987;ANTAS PTZ & VALLE MP;[**DADOS PRELIMINARES SOBRE TURDUS NIGRICEPS NO DISTRITO FEDERAL. II ENCONTRO NACIONAL DE ANILHADORES DE AVES (1986). RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1qhK6zgYF_x_M7RQcATVyM7XIoMDwDJhE/view?usp=drive_link)
Nota;1987;ANTAS PTZ;[**ORGANIZACION DE LOS CURSOS DE ANILLAMIENTO DE AVES EN BRASIL. EL VOLANTE MIGRATORIO 9:29-31**](https://drive.google.com/file/d/1vUTNXyeeEnzamLfj_Bz8_NlDG-mfBsvT/view?usp=drive_link)
Cap«tulo;1987;MORRISON RIG ET AL;[**MIGRATORY ROUTES IN THE AMAZONIAN COAST. IN: DESENVOLVIMENTO ECON«?MICO E IMPACTO AMBIENTAL EM «ÅREAS DE TR«?PICO «?MIDO BRASILEIRO - A EXPERI«?NCIA DA COMPANHIA VALE DO RIO DOCE. SEMIN«ÅRIO SEMA/IWRB/CVRD. RIO DE JANEIRO, BRASIL**](https://drive.google.com/file/d/1AnAqKAYUp_hf8hZGbTgJVgJVpn5UA8JT/view?usp=drive_link)
Nota;1986;ANTAS PTZ ET AL;[**FIRST RERCORD OF PURPLE MARTIN (PROGNE SUBIS) IN MATO GROSSO STATE, BRAZIL. JOURNAL OF FIELD ORNITHOLOGY 57(2):171-172**](https://drive.google.com/file/d/1BIALRq0nvnZECwQUCxh5sXJCcqSdrDOz/view?usp=drive_link)
Nota;1986;HARRINGTON BA ET AL;[**OBSERVATIONS OF COMMON TERNS IN SOUTHERN BRAZIL, 29 APRIL-3 MAY 1984. JOURNAL FIELD ORNITHOLOGY 57(3):222-240**](https://drive.google.com/file/d/1y6AuVbkyWCrIX9hGJ0A7WmmTCFmF_jFJ/view?usp=drive_link)
Artigo;1986;ANTAS PTZ ET AL;[**COUNTRY REPORT: BRAZIL. IN: A DIRECTORY OF NEOTROPICAL WETLANDS (D. A. SCOTT & M. CARBONELL). INTERNATIONAL UNION FOR CONSERVATION OF NATURE AND NATURAL RESOURCES. CAMBRIDGE, INGLATERRA**](https://drive.google.com/file/d/1QFyKm56gl5Bs6BCRYc_SMYZ2bFhPS-Qf/view?usp=drive_link)
Artigo;1986;HARRINGTON BA ET AL;[**NORTHWARD SHOREBIRD MIGRATION ON THE ATLANTIC COAST OF SOUTHERN BRAZIL. VIDA SILVESTRE NEOTROPICAL 1(1):45-54**](https://drive.google.com/file/d/1NanMHRbpmUj1wSx7Wr62eQjhxbGlwKUD/view?usp=drive_link)
Resumo;1986;ANTAS PTZ ET AL;[**THE MIGRATION PATTERNS OF THE EARED DOVE IN NORTHEASTERN BRASIL. XIX CONGRESSUS INTERNATIONALIS ORNITHOLOGICUS. OTTAWA, CANAD«Å**](https://drive.google.com/file/d/1kQ3_J1SpBkMAAfG_0roWmcmm9yie1gjr/view?usp=drive_link)
Artigo;1986;MORRISON RIG ET AL;[**DISTRIBUI«?«üO DE MA«?ARICOS, BATU«çRAS E OUTRAS AVES COSTEIRAS NA REGI«üO DO SALGADO PARAENSE E REENTR«?NCIAS MARANHENSES. ESPA«?O, AMBIENTE E PLANEJAMENTO 1(4):1-136**](https://drive.google.com/file/d/1FvnXIYIR_zKO4qrKwPODn3ep2fgw286E/view?usp=drive_link)
Nota;1986;ANTAS PTZ;[**BRASIL - LOS PA«çSES NOS ESCRIBEN. EL VOLANTE MIGRATORIO 6:13-14**](https://drive.google.com/file/d/1qBWfT5PClP_-aSwFJxTfDU0mZPHTrtWU/view?usp=drive_link)
Nota;1986;ANTAS PTZ;[**b. BRASIL - LOS PA«çSES NOS ESCRIBEN. EL VOLANTE MIGRATORIO 7:14-15**](https://drive.google.com/file/d/1VTYuXAYTAvrQL0UgkQQCgFhUJahsiyp8/view?usp=drive_link)
Artigo;1985;LARA-RESENDE SM & ANTAS PTZ;[**AVES ANILHADAS NO BRASIL EM 1981 E RECUPERA«?«?ES DE ANILHAS DESDE 1980. REVISTA BRASILEIRA DE ZOOLOGIA 3(1):51-59**](https://drive.google.com/file/d/1tETFm410eITXpaYF_1GzmK9uj2wt1N9d/view?usp=drive_link)
Resumo expandido;1985;ANTAS PTZ & LARA-RESENDE SM;[**THE CENTRO DE ESTUDOS DE MIGRA«?«?ES DE AVES (CEMAVE). XXXI ANNUAL MEETING DO INTERNATIONAL WATERFOWL RESEARCH BUREAU. PARACAS, PERU**](https://drive.google.com/file/d/1aefseIDg23tmKBpXdpdLVIe-l0SyohXa/view?usp=drive_link)
Artigo;1985;MORRISON RIG ET AL;[**AERIAL SURVEYS OF SHOREBIRDS AND OTHER WILDLIFE IN SOUTH AMERICA: SOME PRELIMINARY RESULTS. CANADIAN WILDLIFE SERVICE PROGRESS NOTES 148:1-22**](https://drive.google.com/file/d/1Qk0wUGo73TbbWTSB7o6GjSUU8mTXjKt0/view?usp=drive_link)
Resumo;1985;AZEVEDO JR SM ET AL;[**CENSO DA ZENAIDA AURICULATA NORONHA FORA DA «?POCA DE REPRODU«?«üO, NO NORDESTE. V ENCONTRO NORDESTINO DE ZOOLOGIA. NATAL, BRASIL**](https://drive.google.com/file/d/1aItSks7Vkdd5Hu4thTXX0dDmmU9aCHoD/view?usp=drive_link)
