Tipo,Ano,Autores,Título
Artigo,2023,AGUIAR AG ET AL,[**A INTEGRAÇÃO ENTRE DIFERENTES INSTITUIÇÕES E SETORES DA SOCIEDADE PARA O CONHECIMENTO DA BIOLOGIA E A CONSERVAÇÃO DO CRITICAMENTE AMEAÇADO ARACUÃ-GUARDA-FACA (ORTALIS REMOTA PINTO, 1960). BIODIVERSIDADE BRASILEIRA 13(4):1-15**](https://drive.google.com/file/d/1hTTXD5Mq_qAk2L5c_vCpjl09_m0RYQ00/view?usp=drive_link)
Resumo,2023,ANDRADE D & CAMPOS I,[**SOUNDSCAPE MONITORING IN PROTECTED AREAS: TECHNICAL CHALLENGES, LESSONS LEARNED AND FUTURE PERSPECTIVES. GEO BON GLOBAL CONFERENCE. MONTREAL, CANADA**](https://drive.google.com/file/d/1CO_v07clIOhefaHbXd3LfwjkXMJk_hrV/view?usp=drive_link)
Pôster,2024,BARBOSA FILHO RC ET AL,[**COUNTING MIGRATORY.SHOREBIRDS IN THE EASTERNMOST PART OF AMERICAS. 10TH WESTERN HEMISPHERE SHOREBIRD GROUP MEETING, MOUNT ALLISON UNIVERSITY. SACKVILLE, CANADÁ**](https://drive.google.com/file/d/1SZOi0w43sNB0oVChEQg8JFYaB7Y0IT1q/view?usp=drive_link)
Resumo,2023,BARBOSA FILHO RC ET AL,[**SERÃO A RIQUEZA, A ABUNDÂNCIA E A DISTRIBUIÇÃO ESPACIAL DE AVES LIMÍCOLAS MIGRATÓRIAS BOAS INDICADORAS DE AVALIAÇÃO DE AÇÕES DE MANEJO E PRESERVAÇÃO NAS UNIDADES DE CONSERVAÇÃO DO ARQUIPÉLAGO DE FERNANDO DE NORONHA? 17oAVISTAR – ENCONTRO BRASILEIRO DE OBSERVAÇÃO DE AVES. SÃO PAULO, BRASIL**](https://drive.google.com/file/d/19sG4R6bMlaiGPTYX6n_MQiHjmOBZeD8U/view?usp=drive_link)
Pôster,2023,BARBOSA FILHO RC ET AL,[**SERÃO A RIQUEZA, A ABUNDÂNCIA E A DISTRIBUIÇÃO ESPACIAL DE AVES LIMÍCOLAS MIGRATÓRIAS BOAS INDICADORAS DE AVALIAÇÃO DE AÇÕES DE MANEJO E PRESERVAÇÃO NAS UNIDADES DE CONSERVAÇÃO DO ARQUIPÉLAGO DE FERNANDO DE NORONHA? 17oAVISTAR – ENCONTRO BRASILEIRO DE OBSERVAÇÃO DE AVES. SÃO PAULO, BRASIL**](https://drive.google.com/file/d/1cI0LhXnWBeucm63YBZQaE2e5-mIvwZ4F/view?usp=drive_link)
Resumo,2023,BERNARDO MAM ET AL,[**THE INTEGRATION BETWEEN DIFFERENT INSTITUTIONS AND SECTORS OF SOCIETY FOR THE KNOWLEDGE OF BIOLOGY AND THE CONSERVATION OF THE CRITICALLY ENDANGERED ORTALIS REMOTA. XII CONGRESSO DE ORNITOLOGIA NEOTROPICAL, XXVIII CONGRESSO BRASILEIRO DE ORNITOLOGIA E ASSOCIATION OF FIELD ORNITHOLOGISTS ANNUAL MEETING. GRAMADO, BRASIL**](https://drive.google.com/file/d/1QKQ9fk08e6vDDEh3BON7vDzsieGciIQ2/view?usp=drive_link)
Resumo,2023,CRONEMBERGER C ET AL,[**THE NEOTROPICAL BIODIVERSITY MONITORING NETWORKS: A DATABASE OF INITIATIVES. GEO BON GLOBAL CONFERENCE. MONTREAL, CANADA**](https://drive.google.com/file/d/1-LKJpS563zMO9eE2DIZoUfohcxh7uEzy/view?usp=drive_link)
Resumo,2023,CRONEMBERGER C ET AL,[**POTENTIAL CONTRIBUTION OF BRAZILIAN GOVERNAMENTAL BIODIVERSITY MONITORING NETWORKS TO ESSENTIAL BIODIVERSITY VARIABLES. GEO BON GLOBAL CONFERENCE. MONTREAL, CANADA**](https://drive.google.com/file/d/1_PyHWtKoSjh984Z2s-kW9WALjFaevpDu/view?usp=drive_link)
Artigo,2023,FRANÇA LF ET AL,[**SIMILAR REGIONAL-SCALE SURVIVAL OF TROPICAL AND SOUTHERN TEMPERATE BIRDS FROM THE NEW WORLD. OECOLOGIA 202:239–250**](https://drive.google.com/file/d/1OhS7XDSBC2Xy1y8ylNup0jgiGnH4a38Q/view?usp=drive_link)
Resumo,2023,GOUVEA TS ET AL,[**INTERACTIVE MACHINE LEARNING SOLUTIONS FOR ACOUSTIC MONITORING OF ANIMAL WILDLIFE IN BIOSPHERE RESERVES. PROCEEDINGS OF THE THIRTY-SECOND INTERNATIONAL JOINT CONFERENCE ON ARTIFICIAL INTELLIGENCE. MACAU, CHINA**](https://drive.google.com/file/d/1TiV5crfOz0CJ80g-G1OGmNfeK1VJai71/view?usp=drive_link)
Resumo,2023,ROOS AL ET AL,[**A OBSERVAÇÃO DE AVES NOS PARQUES NACIONAIS DO BRASIL: PANORAMA. XIV SEMINÁRIO DE PESQUISA DO ICMBIO. BRASILIA, BRASIL**](https://drive.google.com/file/d/1oBOCoNudh5e2Gh_fsIY38CU1VrMUIdA_/view?usp=drive_link)
Resumo,2023,SANTOS L ET AL,[**MONITORAMENTO DE AVES INSULARES DEBILITADAS EM DUAS UNIDADES DE CONSERVAÇÃO OCEÂNICAS DO NORDESTE DO BRASIL ATUAL, POTENCIALIDADES E DESAFIOS. XIV SEMINÁRIO DE PESQUISA DO ICMBIO. BRASILIA, BRASIL**](https://drive.google.com/file/d/1HJbV4XSERAR2JBkcRHVFnABUwBD_obgC/view?usp=drive_link)
Capítulo,2023,SOUSA AEBA ET AL,[**AVES. IN: GUIA BRASILEIRO DE PRODUÇÃO, MANUTENÇÃO OU UTILIZAÇÃO DE ANIMAIS EM ATIVIDADES DE ENSINO OU PESQUISA CIENTÍFICA / CONSELHO NACIONAL DE CONTROLE DE EXPERIMENTAÇÃO ANIMAL. -- 1. ED. -- BRASÍLIA: MINISTÉRIO DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO. BRASILIA, BRASIL**](https://drive.google.com/file/d/1QqEkijHrW4yOmyRm37GNG31-ZhPkoP_K/view?usp=drive_link)
Guia,2023,SOUSA AEBA ET AL,[**GUIA DE AVES DA FLORESTA NACIONAL DA RESTINGA DE CABEDELO. JOÃO PESSOA, BRASIL. ICMBio/CEMAVE. CABEDELO, BRASIL**](https://drive.google.com/file/d/1zQ0ZtMjVgHOM7WGIuEHHswBAC8OjZ4SN/view?usp=drive_link)
Artigo,2023,VERCILLO U ET AL,[**SPIX’S MACAW CYANOPSITTA SPIXII (WAGLER, 1832) POPULATION VIABILITY ANALYSIS. BIRD CONSERVATION INTERNATIONAL 33, E67:1–12**](https://drive.google.com/file/d/1dmF-3q6_rwtDhiSy10FjVEveBvwsuWmx/view?usp=drive_link)
Artigo,2022,BIASOTTO LD ET AL,[**POWER LINE ELECTROCUTION AS NA OVERLOOKED THREAT TO THE ENDANGERED LEAR’S MACAW (ANODORHYNCHUS LEARI). IBIS (10.1111/ibi.13139)**](https://drive.google.com/file/d/1329vTfvIlBVw7swOU9OJNOaM_BKG8ZCO/view?usp=drive_link)
Resumo Expandido,2022,BIASOTTO LD ET AL,[**POWER LINE ELECTROCUTION AS NA OVERLOOKED THREAT TO THE ENDANGERED LEAR’S MACAW (ANODORHYNCHUS LEARI). IBIS (10.1111/ibi.13139)**](https://drive.google.com/file/d/1hQmeJFQE_GKG-5hAkTDotYr2kR2dwEt5/view?usp=drive_link)
Artigo,2022,PALUDO D ETAL,[**STRATEGIC AREAS FOR THE CONSERVATION OF SHOREBIRDS ON THE BRAZILIAN COAST. REVISTA COSTAS, 4(2):21-52**](https://drive.google.com/file/d/1NSC7FO1oiAJarzJquea6C1ZFCQ48-xqq/view?usp=drive_link)
Artigo,2022,VANSTREELS RET ET AL,[**PHTHALATE ESTERS (PLASTICIZERS) IN THE UROPYGIAL GLAND AND THEIR RELATIONSHIP TO PLASTICS INGESTION IN SEABIRDS ALONG THE COAST OF ESPÍRITO SANTO, EASTERN BRAZIL. JOURNAL OF ZOO AND WILDLIFE MEDICINE 53(4):733–743**](https://drive.google.com/file/d/1GCvboHZe67FNTj_RI5pDXArlu4b9xJsv/view?usp=drive_link)
Artigo,2022,FECCHIO A ET AL,[**BETA DIVERSITY, PREVALENCE, AND SPECIFICITY OF AVIAN HAEMOSPORIDIAN PARASITES THROUGHOUT THE ANNUAL CYCLE OF CHILEAN ELAENIA (ELAENIA CHILENSIS), A NEOTROPICAL AUSTRAL MIGRANT. PARASITOLOGY 149:1760–1768 (10.1017/S0031182022001317)**](https://drive.google.com/file/d/1w6rl2IBEGPoMM4E2tZYbcP85Pd2x8tIh/view?usp=drive_link)
Relatório,2022,FIALHO MS & GOMES FILHO A (ORG),[**RELATÓRIO DE ÁREAS DE CONCENTRAÇÃO DE AVES MIGRATÓRIAS NO BRASIL. 4A EDIÇÃO. ICMBIO/MMA. BRASÍLIA, BRASIL**](https://drive.google.com/file/d/1idZ6megYr9RsNXRsDNNpkXJar9P3M0rh/view?usp=drive_link)
Nota,2022,BIASOTTO LD ET AL,[**POWER LINE ELECTROCUTION AS AN OVERLOOKED THREAT TO LEAR'S MACAW (ANODORHYNCHUS LEARI). IBIS (10.1111/IBI.13139)**](https://onlinelibrary.wiley.com/doi/10.1111/ibi.13139)
Artigo,2022,ALEXANDRINHO ER ET AL,[**WHICH BIRDS ARE BRAZILIANS SEEING ON URBAN AND NON?URBAN FEEDERS? AN ANALYSIS BASED ON A COLLECTIVE ONLINE BIRDING. ORNITHOLOGY RESEARCH 30:104–117 (10.1007/S43388-022-00094-1)**](https://drive.google.com/file/d/19PqnT7jjcTGJUdfCPj1O5cjS_524uaVt/view?usp=drive_link)
Artigo,2022,COSTA-ARAÚJO R ET AL,[**PRIMATE CONSERVATION IN THE ARC OF DEFORESTATION: A CASE STUDY OF VIEIRA'S TITI MONKEY PLECTUROCEBUS VIEIRAI. ORYX (10.1017/S003060532100171X)**](https://drive.google.com/file/d/1rCHBJemErB3wibnO3F3yuDfHxv9IKpo1/view?usp=drive_link)
Artigo,2022,NASCIMENTO GD ET AL,[**PREVALÊNCIA E TIPOS DE PLÁSTICOS EM ALBATROZES E PETRÉIS (AVES: PROCELLARIIFORMES): RECORTE ESPACIAL DA COSTA SUDESTE E SUL DO BRASIL, DE 2015 A 2019. BIODIVERSIDADE BRASILEIRA 12(1):15-24**](https://drive.google.com/file/d/1XCxXO-qGIkXzafjBCfOSiq77BDdUrXD5/view?usp=drive_link)
Artigo,2021,VANSTREELS RET ET AL,[**INGESTION OF PLASTICS AND OTHER DEBRIS BY COASTAL AND PELAGIC BIRDS ALONG THE COAST OF ESPÍRITO SANTO, EASTERN BRAZIL. MARINE POLLUTION BULLETIN 173:113046**](https://drive.google.com/file/d/17dBFY3Fs6-IoMMpvCuw_XZvrcZPyWNXc/view?usp=drive_link)
Livro,2021,SOMENZARI M ET AL,[**DIRETRIZES DE TRANSLOCAÇÃO PARA A CONSERVAÇÃO DO BICUDO SPOROPHILA MAXIMILIANI. CEMAVE/ICMBIO. CABEDELO, BRASIL**](https://drive.google.com/file/d/14MGK1SYpHSb8Cc6YmbsX1cNkSwod_3wH/view?usp=drive_link)
Resumo,2021,OLIVEIRA TRS ET AL,[**PREDAÇÃO DE NINHOS ARTIFICIAIS NA FLORESTA NACIONAL DA RESTINGA DE CABEDELO. XII SEMINÁRIO DE PESQUISA E XIII ENCONTRO DE INICIAÇÃO DO ICMBIO, ICMBIO. BRASÍLIA, BRASIL**](https://drive.google.com/file/d/1JCfenSQ-zR0UeDzJhYbCn7EwdQsf_5Pa/view?usp=drive_link)
Resumo,2021,NASCIMENTO GD ET AL,[**SENTINELAS DOS OCEANOS II: DETECÇÃO DE FTALATOS ORIUNDOS DE CONTAMINAÇÃO POR PLÁSTICO EM ALBATROZES E PETRÉIS NA COSTA BRASILEIRA. XII SEMINÁRIO DE PESQUISA E XIII ENCONTRO DE INICIAÇÃO DO ICMBIO, ICMBIO. BRASÍLIA, BRASIL**](https://drive.google.com/file/d/14ToIxgz0h80x_sk_qQAZxVVJPzYrXRmM/view?usp=drive_link)
Artigo,2021,GALLO L ET AL,[**MÉTODOS PARA AVALIAÇÃO DA EXPOSIÇÃO A POLUENTES PLÁSTICOS EM PROCELLARIIFORMES: REVISÃO E PADRONIZAÇÃO DE PROTOCOLOS. BIODIVERSIDADE BRASILEIRA 11(3):1-16 (10.37002/BIOBRASIL.V11I3.1829)**](https://drive.google.com/file/d/1TyuaEx-zB30Cx0HyzAPVL3eUFHsZP0lb/view?usp=drive_linkf)
Artigo,2021,TOMAS WM ET AL,[**DISTANCE SAMPLING SURVEYS REVEAL 17 MILLION VERTEBRATES DIRECTLY KILLED BY THE 2020'S WILDFIRES IN THE PANTANAL, BRAZIL. SCIENTIFIC REPORTS 11(1) (10.1038/S41598-021-02844-5)**](https://drive.google.com/file/d/1MieikdTG5Fdfd3HvYWNL4OJuT5D-QvRE/view?usp=drive_link)
Artigo,2021,FECCHIO A ET AL,[**GLOBAL DRIVERS OF AVIAN HAEMOSPORIDIAN INFECTIONS VARY ACROSS ZOOGEOGRAPHICAL REGIONS. GLOBAL ECOLOGY AND BIOGEOGRAPHY 30:2393–2406(10.1111/geb.13390)**](https://drive.google.com/file/d/1NiWItVT8jD8nwDUrgw_6sw4fHfKYKVg-/view?usp=drive_link)
Capítulo,2021,RASEIRA MB ET AL,[**O ENCONTRO DOS SABERES NA PERSPECTIVA DOS PESQUISADORES. IN: ENCONTRO DOS SABERES: UMA NOVA FORMA DE CONVERSAR A CONSERVAÇÃO. IPÊ, NAZARÉ PAULISTA, BRASIL**](https://drive.google.com/file/d/1Eu66e_Yxg4oXLI4JZZOsFifPD-X2m4Vt/view?usp=drive_link)
Artigo,2021,LUGARINI C ET AL,[**FREE-LIVING BIRDS FROM CAATINGA AND ATLANTIC FOREST OF NORTHEAST BRAZIL AS HOSTS OF ENTEROBACTERALES, *MYCOPLASMA* SPP., AND *CHLAMYDIA PSITTACI*. ORNITHOLOGY RESEARCH 29:149–159 (10.1007/S43388-021-00063-0)**](https://drive.google.com/file/d/17-yFiRuD0yxJBx9iHKd5MlUjMrT6eqXt/view?usp=drive_link)
Artigo,2021,LÖWEN LC ET AL,[**WEST NILE VIRUS IN THE STATE OF CEARÁ, NORTHEAST BRAZIL. MICROORGANISMS 9,1699**](https://drive.google.com/file/d/1PRJmBQ5sJ1jlCwQHIWq87mepBvDGptTc/view?usp=drive_link)
Artigo,2021,LUGARINI C ET AL,[**A CONSERVAÇÃO DA ARARINHA-AZUL, CYANOPSITTA SPIXII (WAGLER, 1832): DESAFIOS E CONQUISTAS. BIODIVERSIDADE BRASILEIRA 11(3):1-16**](https://drive.google.com/file/d/1LdSNSH7ZKEh9Bb3ERH3h6ldyBIcFNhJd/view?usp=drive_link)
Artigo,2021,FECCHIO A ET AL,[**LOSS OF FOREST COVER AND HOST FUNCTIONAL DIVERSITY INCREASES PREVALENCE OF AVIAN MALARIA PARASITES IN THE ATLANTIC FOREST. INTERNATIONAL JOURNAL FOR PARASITOLOGY 51:719-728**](https://drive.google.com/file/d/1AuaFyI4JoTiw3ghUStCBM82W3X7_BqAp/view?usp=drive_link)
Resumo,2021,NASCIMENTO GD ET AL,[**PREVALÊNCIA E TIPOS DE PLÁSTICOS EM ALBATROZES E PETRÉIS (AVES: PROCELLARIIFORMES) NA COSTA SUDESTE E SUL DO BRASIL. XXVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. PORTO ALEGRE, BRASIL**](https://drive.google.com/file/d/1e7sifMXJuMvcissy60AOJRUt84fWn97j/view?usp=drive_link)
Resumo,2021,BOVO AAA ET AL,[**WIKIAVES COMO UMA FERRAMENTA PARA A CONSERVAÇÃO. XXVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. PORTO ALEGRE, BRASIL (VIRTUAL)**](https://drive.google.com/file/d/1tWQIUmpCGe5bnRaXq_ziLLJzCJE9znCv/view?usp=drive_link)
Resumo,2021,AMARANTE RT ET AL,[**REPRESENTATIVIDADE DE AVES QUASE AMEAÇADAS E AMEAÇADAS DE EXTINÇÃO NO SISTEMA NACIONAL DE UNIDADES DE CONSERVAÇÃO DA NATUREZA. XXVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. PORTO ALEGRE, BRASIL**](https://drive.google.com/file/d/1wMHJeWPIPEnlYgyQtpGn03QWW-HbSoht/view?usp=drive_link)
Resumo,2021,SERAFINI PP,[**ESTRATÉGIAS NACIONAIS E INTERNACIONAIS PARA A CONSERVAÇÃO DE ESPÉCIES DE AVES AMEAÇADAS E MIGRATÓRIAS SENDO IMPLEMENTADAS OU PLANEJADAS PARA O BRASIL: IMPORTÂNCIA DA INTEGRAÇÃO (SIMPÓSIO). XXVII CONGRESSO BRASILEIRO DE ORNITOLOGIA. PORTO ALEGRE, BRASIL**](https://drive.google.com/file/d/1U6fGNxh9E0x-cntblhfQXZS-JhC5Cnap/view?usp=drive_link)
Artigo,2021,CAMPOS IB ET AL,[**ASSESSING THE POTENTIAL OF ACOUSTIC INDICES FOR PROTECTED AREA MONITORING IN THE SERRA DO CIPÓ NATIONAL PARK, BRAZIL. ECOLOGICAL INDICATORS 120 (106953)**](https://drive.google.com/file/d/1KBE7jzl6T-bLQnFpnk8COLvrDQfi2dTb/view?usp=drive_link)
Artigo,2021,FECCHIO A ET AL,[**MIGRATION AND SEASON EXPLAIN TICK PREVALENCE IN BRAZILIAN BIRDS. MEDICAL AND VETERINARY ENTOMOLOGY 1:1-9 (10.1111/MVE.12532)**](https://drive.google.com/file/d/18EP7XQmZLbGE8ucqi5zCnFOkYcm_qBU9/view?usp=drive_link)
Artigo,2021,SILVA BR ET AL,[**MOLECULAR DIAGNOSIS OF AVIAN VIRUSES IN GRASSLAND PASSERINES AND CAPTIVE YELLOW CARDINALS *GUBERNATRIX CRISTATA* IN BRAZIL. PESQUISA VETERINÁRIA BRASILEIRA 41:E06840**](https://drive.google.com/file/d/1tKkSoXgiQBcz26b1NKG0fpbTY17qDfTO/view?usp=drive_link)
Artigo,2021,MARTINS TF ET AL,[**TICKS (PARASITIFORMES: IXODIDA) ON NEW WORLD WILD PRIMATES IN BRAZIL. INTERNATIONAL JOURNAL OF ACAROLOGY (10.1080/01647954.2020.1870554)**](https://drive.google.com/file/d/1n3H9jetqmlmVxRgk0GUmc7HqM5DiChnp/view?usp=drive_link)
Nota,2021,PINHEIRO LVS ET AL,"[**PRIMEIRO REGISTRO DOCUMENTADO DE *LEUCOPTERNIS MELANOPS* (LATHAM, 1790) (AVES, ACCIPITRIDAE) NO ESTADO DO MARANHÃO E ATUALIZAÇÕES DA DISTRIBUIÇÃO GEOGRÁFICA DA ESPÉCIE NO BRASIL. BOLETIM DO MUSEU PARAENSE EMÍLIO GOELDI. CIÊNCIAS NATURAIS 16(1):131-143**](https://drive.google.com/file/d/16vcejl36S9vHqtNahn6bm6xxjHE54PxG/view?usp=drive_link)"
Artigo,2021,LUGARINI C & VERCILLO UE,[**COMO REALIZAR A GESTÃO DE UM PROJETO DE ALTO RISCO? O RELATO DA REPATRIAÇÃO DAS ARARINHAS-AZUIS AO BRASIL. BIODIVERSIDADE BRASILEIRA 11(1):1-10. (10.37002/BIOBRASIL.V11I1.1880)**](https://drive.google.com/file/d/10_vpuY2t4p0KqJkv7FBsr_LYrlW8szVv/view?usp=drive_link)
Artigo,2021,GOLDBERG DW ET AL,[**UNFORESEEN CONSEQUENCES OF THE COVID-19 PANDEMIC: INCREASED FREQUENCY OF KITE-STRING INJURIES IN MAGNIFICENT FRIGATEBIRDS (*FREGATA MAGNIFICENS*) IN RIO DE JANEIRO STATE, BRAZIL. ANIMAL WELFARE 30:109-116 (10.7120/09627286.30.2.109)**](https://drive.google.com/file/d/119Pad5vsv3aB8VZm2r0FbcxqRTrDQxW3/view?usp=drive_link)
